Wall time,Step,Value
1558021901.4458609,250,1.6601440906524658
1558021913.3720014,300,2.1709580421447754
1558021960.5291195,500,1.6276386976242065
1558021972.4022286,550,1.6283701658248901
1558022008.045001,700,1.5592446327209473
1558022019.6314518,750,1.4501186609268188
1558022055.042416,900,1.2580037117004395
1558022066.5957534,950,1.3972395658493042
1558022078.644406,1000,1.318477988243103
1558022125.2411947,1200,1.2994370460510254
1558022231.152428,1650,1.0644606351852417
1558022266.5998836,1800,1.5154027938842773
1558022313.412697,2000,1.0841082334518433
1558022336.4539325,2100,1.2262225151062012
1558022360.5327342,2200,1.0927293300628662
1558022372.3474798,2250,1.5434587001800537
1558022395.6455214,2350,1.0904762744903564
1558022419.413557,2450,1.0495631694793701
1558022431.0454202,2500,1.2294560670852661
1558022466.0786312,2650,0.8155677914619446
1558022477.9372542,2700,1.0125911235809326
1558022489.5870404,2750,0.866535484790802
1558022501.8896403,2800,0.8736938238143921
1558022513.5501158,2850,0.8703727722167969
1558022584.0918844,3150,0.8377233743667603
1558022607.5285275,3250,1.091491460800171
1558022619.2794623,3300,0.8231436014175415
1558022631.1132014,3350,1.1791119575500488
1558022643.2121696,3400,0.7539114356040955
1558022678.3488023,3550,0.8028654456138611
1558022690.5520527,3600,0.8995944261550903
1558022702.1479597,3650,0.7344507575035095
1558022714.3659537,3700,1.2967262268066406
1558022773.6230643,3950,1.190208911895752
1558022832.8591602,4200,0.9524017572402954
1558022868.5443742,4350,0.7174819111824036
1558022880.8648725,4400,0.9715072512626648
1558022951.7673018,4700,0.7258366346359253
1558023044.9022105,5100,0.8966628909111023
1558023079.7326126,5250,0.6331703066825867
1558023091.3135178,5300,0.7987059950828552
1558023173.852029,5650,0.7762352824211121
1558023209.041739,5800,0.5810408592224121
1558023232.5579913,5900,1.0222011804580688
1558023308.4642115,6200,0.5071935653686523
1558023319.795719,6250,0.7423536777496338
1558023331.3821845,6300,0.6553912162780762
1558023366.625558,6450,0.5755321383476257
1558023377.9708898,6500,0.700126588344574
1558023460.934692,6850,0.7788429856300354
1558023483.9085395,6950,0.7592097520828247
1558023508.1127138,7050,1.0482056140899658
1558023519.7549205,7100,0.6491528153419495
1558023531.5171342,7150,0.6104272603988647
1558023613.343456,7500,0.6843203902244568
1558023671.9996314,7750,0.5047548413276672
1558023695.4369144,7850,0.5090580582618713
1558023707.1197035,7900,0.8241377472877502
1558023718.8546176,7950,0.9051659107208252
1558023754.1426384,8100,0.5672348141670227
1558023789.5058255,8250,0.6958255767822266
1558023812.603034,8350,0.6458225250244141
1558023824.8243382,8400,0.7318035960197449
1558023859.6613846,8550,0.6028327345848083
1558023930.1883519,8850,0.7477319240570068
1558023941.9891188,8900,0.7997313141822815
1558023965.4958472,9000,0.5897206664085388
1558024000.3739777,9150,0.7459037899971008
1558024024.0067523,9250,0.7303289771080017
1558024035.8773627,9300,0.6121938824653625
1558024059.6304233,9400,0.5965673327445984
1558024082.7517214,9500,0.5100985169410706
1558024094.1985464,9550,0.6153271198272705
1558024176.473553,9900,0.8543257713317871
1558024270.8491645,10300,0.5123841762542725
1558024282.5856001,10350,0.6442840099334717
1558024294.586599,10400,0.6093013286590576
1558024341.5766335,10600,0.4504270553588867
1558024459.9825838,11100,0.36595994234085083
1558024471.9126484,11150,0.6049830913543701
1558024495.7893353,11250,0.4679926931858063
1558024519.3982768,11350,0.5022992491722107
1558024543.397051,11450,0.3992580473423004
1558024578.9697669,11600,0.5626863837242126
1558024590.8705554,11650,0.8348746299743652
1558024602.5420246,11700,0.4836667776107788
1558024637.7414284,11850,0.6263127326965332
1558024755.4498088,12350,0.44620612263679504
1558024779.5752425,12450,0.27279987931251526
1558024849.8139963,12750,0.6522936224937439
1558024890.5103927,12900,0.5678978562355042
1558024902.0578182,12950,0.5176709890365601
1558024913.9698868,13000,0.4057798385620117
1558024925.6199331,13050,0.6158649325370789
1558024949.2907884,13150,0.8805566430091858
1558024996.2099195,13350,0.33266404271125793
1558025020.2988582,13450,0.40520453453063965
1558025044.1540878,13550,0.5321620106697083
1558025067.4014986,13650,0.7979495525360107
1558025126.7919118,13900,0.6907580494880676
1558025150.3657265,14000,0.6015874743461609
1558025197.3379529,14200,0.4320041537284851
1558025279.678914,14550,0.6456760168075562
1558025291.8866954,14600,0.45215269923210144
1558025350.4203339,14850,0.3674686551094055
1558025361.9662895,14900,0.39931395649909973
1558025373.528574,14950,0.365997314453125
1558025396.962204,15050,0.4669240713119507
1558025408.7779734,15100,0.41718700528144836
1558025420.3330612,15150,0.795256495475769
1558025466.983834,15350,0.6092841029167175
1558025479.1242433,15400,0.3469877541065216
1558025502.4765291,15500,0.4574809670448303
1558025537.736322,15650,0.39701423048973083
1558025584.1424859,15850,0.40122225880622864
1558025595.8807425,15900,0.41795119643211365
1558025607.6392076,15950,0.6393040418624878
1558025619.6846216,16000,0.5895897746086121
1558025642.8579373,16100,0.4501138925552368
1558025677.7064734,16250,0.44308793544769287
1558025689.5326626,16300,0.2923981845378876
1558025701.3382688,16350,0.39013832807540894
1558025736.6370075,16500,0.24521730840206146
1558025748.294627,16550,0.47605666518211365
1558025771.7211034,16650,0.4308432638645172
1558025841.847842,16950,0.726696252822876
1558025865.5881913,17050,0.5626931190490723
1558025901.464888,17200,0.4038408398628235
1558025913.0022838,17250,0.47889450192451477
1558025935.908996,17350,0.36006179451942444
1558025947.9221847,17400,0.6028764843940735
1558026006.6714404,17650,0.7314953804016113
1558026018.278729,17700,0.40141353011131287
1558026065.3119285,17900,0.4877662658691406
1558026089.2677953,18000,0.38440975546836853
1558026124.3900685,18150,0.5257117748260498
1558026171.686144,18350,0.33935433626174927
1558026218.6297069,18550,0.3687010705471039
1558026242.0535712,18650,0.4330093264579773
1558026289.054008,18850,0.46281206607818604
1558026300.7980049,18900,0.20416980981826782
1558026312.3405793,18950,0.26850607991218567
1558026335.8906868,19050,0.31626832485198975
1558026347.2047834,19100,0.38291022181510925
1558026394.4399045,19300,0.4638061821460724
1558026406.0348296,19350,0.5793560743331909
1558026453.417674,19550,0.5655686855316162
1558026465.2408783,19600,0.28602713346481323
1558026477.0198345,19650,0.49690914154052734
1558026593.6803927,20150,0.45662248134613037
1558026652.8487136,20400,0.39218947291374207
1558026735.315296,20750,0.3899778127670288
1558026747.2761903,20800,0.19919785857200623
1558026805.4963126,21050,0.3406214416027069
1558026817.1911502,21100,0.4795165956020355
1558026841.2607017,21200,0.5569468140602112
1558026864.4558437,21300,0.37098443508148193
1558026911.2860003,21500,0.4531363248825073
1558027017.3128211,21950,0.22462764382362366
1558027029.3479807,22000,0.29662108421325684
1558027041.0359695,22050,0.21104450523853302
